StartDate,EndDate,Duration (in seconds),ResponseId,Division,Q2_1,Q3_7,Q3_15,Q3_16,Q3_17,Q4_2,Q4_8,Q5_5,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7_1,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q12_3,Q13_4,Q13_5,Q14,Q15_4,Q15_10,Q15_9,Q15_7,Q15_8,Q15_11,Q15_5,Q15_12,Q16,Q17,Q18,Q19,Q20,Q20_4_TEXT,Q21,Q22,Q23,Q23_11_TEXT,Q24,Q24_11_TEXT,Q25,Q26_10,Q26_9,Q26_7,Q26_8,Q26_5,Q26_12,Q27_4,Q27_10,Q27_9,Q27_7,Q27_8,Q27_11
2/22/2021 21:18:15,2/22/2021 21:23:26,311,R_eRk2z6j6sorilB7,US,1,1,2,1,7,3,8,7,5.5,1,2,3,4,5,2,1,2,3,4,sci oly,2,1,4,3,4,0,10,5,World Language,1,5,6,4,2,8,3,7,Yes,"CADS,Math",,11,Female,,4,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:04,2/22/2021 11:43:51,467,R_8uMn7pxkatV2ewp,US,6.9,4,0,3,7,3,4,9.5,11,1,2,4,3,5,5.5,2,4,3,1,Dance!,1,3,4,2,3,5,8,6,English,1,6,4,7,2,8,3,5,Yes,"CADS,World Language",Linguistics,11,Female,,4,Less than 15 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:37:36,2/22/2021 11:39:40,124,R_1P6P9aVvbJvBgxd,US,3.7,2,1,6,4,3.4,5.8,7.6,10.5,1,5,2,3,4,8.6,1,3,2,4,Robotics,3,2,1,4,2,4.2,10,7,CADS,1,6,8,4,2,7,3,5,Yes,"CADS,Science",,12,Male,,4,30 to 60 minutes,Asian: East Asian,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:29,2/22/2021 11:41:56,386,R_bNqeTvrm9SLfLQB,US,8.4,4,2,0,4,6,9,6,7,3,4,1,2,5,5,2,3,4,1,Fine arts,1,2,4,3,3,1.6,9,7,Science,4,7,3,6,2,8,1,5,Yes,"CADS,Science",,11,Female,,3 or fewer,30 to 60 minutes,Asian: East Asian,,Agnostic,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:36:15,2/22/2021 11:42:40,384,R_2P0aIcAeYTWzM80,MS,3,6,1,3,4,3,1.8,9.5,10.4,4,1,3,2,,8.7,2,4,3,1,the play and musical,1,2,4,3,4,5,,,Math,,,,,,,,,,,,7,Female,,4,15 to 30 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)",2,4,6,5,1,3,1,2,3,4,6,5
2/22/2021 15:53:58,2/22/2021 15:59:00,301,R_2qt0NUvM1USObC1,US,7.8,20,1,14,7,4,3,7,8,2,1,3,4,5,4,3,4,1,2,Baseball,2,3,1,4,2,2,6,4,Science,6,7,4,3,8,5,1,2,Yes,"History,Science",,12,Male,,4,Less than 15 minutes,Asian: East Asian,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:23:44,2/22/2021 12:12:33,2929,R_XTVMU1voCo3aag9,MS,5,8,0,4,4,1,2,8.5,9,1,4,2,3,,8,3,2,1,4,Instrumentals should be an extracurricular,1,4,2,3,3,3,,,Science,,,,,,,,,,,,7,Male,,4,Less than 15 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",2,3,5,4,1,6,1,3,2,4,5,6
2/22/2021 11:36:01,2/22/2021 11:51:36,935,R_1E6y4EFmxSaGUxu,US,7,4,3,2,10,3,6,8,9.8,1,2,5,4,3,8,2,4,1,3,clubs,2,1,3,4,3,3.5,8,3,Math,1,8,5,6,4,7,2,3,Yes,"CADS,Science",Biotechnology,12,Female,,3 or fewer,30 to 60 minutes,Asian: East Asian,,Agnostic,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:35:11,2/22/2021 11:38:01,170,R_25LNI3aB4Qv2q2N,US,8.1,4,0,0,3,3.4,6.1,8.2,9.8,1,3,4,2,5,5.3,1,2,3,4,,4,3,2,1,5,2,8,8,Math,8,4,6,2,5,7,3,1,Yes,"History,World Language",,10,Male,,3 or fewer,15 to 30 minutes,Asian: East Asian,,Agnostic,,Not sure/Prefer not to answer,,,,,,,,,,,,
2/22/2021 19:17:36,2/22/2021 19:28:13,636,R_10VKktpcCe7hy8v,MS,9,3,0,0,9,4,1.5,8,9,4,2,1,3,,4,3,4,1,2,N/A.,3,1,2,4,5,0,,,Math,,,,,,,,,,,,7,Female,,3 or fewer,Less than 15 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)",1,4,5,2,6,3,2,1,3,4,6,5
2/22/2021 11:34:47,2/22/2021 11:41:21,394,R_1Cf29wp4UIFvBLo,US,10,1,2,0,20,7,12,4.3,6,1,2,3,4,5,9.3,2,3,1,4,Varsity Soccer!,3,1,2,4,0,0,10,1,World Language,4,5,3,7,2,6,1,8,No,,,10,Female,,4,Less than 15 minutes,Asian: East Asian,,Atheist,,Not sure/Prefer not to answer,,,,,,,,,,,,
2/22/2021 11:35:43,2/22/2021 11:43:19,455,R_2s6IzlYMPMw22vT,MS,7.5,5,0,0,7,3.5,1.5,9.7,9.6,2,1,3,4,,3,1,4,2,3,Fine Arts events,2,3,1,4,2,2,,,Math,,,,,,,,,,,,7,Female,,3 or fewer,15 to 30 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",4,5,3,1,2,6,1,3,2,4,5,6
2/22/2021 11:41:38,2/22/2021 11:47:12,334,R_2vYCVEa3Dst43il,US,3.6,1,4,1,4,3.5,6,8,8.5,1,2,4,5,3,3.9,3,4,1,2,,3,4,2,1,2,2.1,10,0,English,6,3,4,8,2,7,1,5,Yes,"Math,Science",,11,Female,,3 or fewer,Less than 15 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:25,2/22/2021 11:44:44,498,R_1mk3qzOVVli0ln0,US,6.5,2,3,6,3,4,7,6,8,2,1,3,5,4,5,2,3,4,1,Dance,1,3,4,2,1,4,10,0,Science,2,8,4,7,3,5,1,6,Yes,"CADS,Science",,12,Female,,3 or fewer,15 to 30 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:33:50,2/22/2021 11:40:33,402,R_vCY2oej9dowhi81,US,7.5,6,3,9,5,4,6,2,7.5,1,2,3,4,5,9,3,4,2,1,,4,1,2,3,1,4,8,8,Math,7,6,1,3,5,8,2,4,Yes,"History,World Language",,10,Prefer not to answer,,4,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:27:25,2/22/2021 11:33:54,389,R_1F49NNseRCCmWKc,US,9.3,0,0,12,3,3.5,4,8,8,2,1,3,5,4,10,3,2,1,4,Mock Trial,4,3,1,2,0,5,8,6,Math,6,1,8,2,3,7,4,5,Yes,"Fine Arts,History",,9,Male,,3 or fewer,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Agnostic,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:36:07,2/22/2021 12:47:49,4301,R_RtdELWPcmxqvy3D,MS,5.5,15,0,2,10,10,2,8.5,10,2,4,3,1,,7.5,2,4,3,1,Drawing ,3,4,1,2,4,4.5,,,Math,,,,,,,,,,,,6,Female,,6 or more,30 to 60 minutes,Asian: Indian or South/Southeast Asian,,Buddhist,,"College Degree (e.g., Associate's degree, Bachelor's degree)",2,1,3,6,4,5,2,6,1,4,5,3
2/22/2021 11:35:41,2/22/2021 11:43:04,443,R_x3jm8lG9OrClADn,US,7.8,6,2,15,4,5.5,8,7,9,1,2,5,4,3,4,3,2,4,1,Plays/musicals,1,2,3,4,4,4,7,7,Science,7,4,6,2,5,8,1,3,Yes,"History,Science",,11,Female,,4,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 15:51:56,2/22/2021 15:55:34,218,R_3Jl0XCxH4ELT9U5,MS,4.2,5,0,1,8,1.5,0.7,6.9,7.6,1,2,4,3,,0.8,1,3,2,4,,4,3,2,1,1,0.7,,,English,,,,,,,,,,,,8,Male,,5,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",2,6,5,1,4,3,1,2,3,4,5,6
2/22/2021 11:36:35,2/22/2021 11:43:34,419,R_31bmgjHB8juKOy6,MS,2.1,3,0,4,5,0.9,1.6,8.7,10,4,1,2,3,,8.7,1,2,3,4,Clubs,1,2,3,4,0,2.5,,,World Language,,,,,,,,,,,,8,Male,,4,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,Not sure/Prefer not to answer,2,6,5,1,4,3,2,5,1,4,3,6
2/22/2021 11:23:25,2/22/2021 11:36:45,800,R_2fjIPXp6FABWej4,MS,5.6,11,11,12,20,1.6,2.4,9.9,11.1,2,1,3,4,,4.2,3,2,4,1,The musical ,2,4,3,1,5,1.3,,,Math,,,,,,,,,,,,6,Female,,5,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",2,3,5,4,1,6,2,1,3,4,5,6
2/22/2021 11:35:27,2/22/2021 11:39:35,248,R_6n7jilF5SzDQqHL,US,5,3,3,0,4,1.8,2.8,8.3,9,2,1,3,4,5,5,3,2,4,1,Fall play,1,3,4,2,0,5,10,5,Math,6,3,7,4,1,8,2,5,No,,,10,Male,,3 or fewer,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 16:02:08,2/22/2021 16:08:51,403,R_2ahNuHOARTdxt9X,MS,8.3,20,1,0,20,2.5,4.1,8.4,10.1,1,4,2,3,,4.1,4,3,1,2,Debate,3,2,1,4,3,1,,,Science,,,,,,,,,,,,7,Male,,6 or more,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",1,4,6,2,3,5,1,2,3,4,5,6
2/22/2021 11:37:39,2/22/2021 11:45:52,493,R_1o5dW4V2DpBLwWi,MS,6.5,20,1,2,20,2.2,2,9,10.5,3,1,2,4,,10,2,3,1,4,SPORTS,4,1,3,2,2,3.8,,,Math,,,,,,,,,,,,7,Male,,5,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",1,2,3,6,4,5,2,3,1,4,5,6
2/22/2021 16:21:00,2/22/2021 16:36:34,933,R_2CrGjszq15tUpbu,US,6,6,2,9,7,2,5,8,8.5,1,2,3,5,4,8,3,4,1,2,Track & Field,2,1,3,4,0,2,7,3,Science,2,6,5,4,3,7,1,8,Yes,"CADS,History",,11,Male,,3 or fewer,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:29:05,2/22/2021 11:52:15,1389,R_1C8URktyT6oMNza,US,3.5,5,1,5,5,3,3.5,6.8,10,1,2,3,4,5,7,3,4,2,1,Play/Musical,2,1,4,3,4,3.6,8,7,History,4,1,2,3,5,8,7,6,Yes,"English,Fine Arts",,10,Male,,3 or fewer,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:39,2/22/2021 11:42:00,380,R_ALKXsj1f32C2Eal,MS,9,4,2,1,5,3,6,9,10,3,1,2,4,,9,1,2,3,4,I very much enjoy the clubs (during school) we have. ,3,1,4,2,5,4,,,Science,,,,,,,,,,,,8,Male,,4,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Muslim,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",1,4,6,3,2,5,2,6,4,1,3,5
2/22/2021 11:29:34,2/22/2021 11:33:40,246,R_3mlNlboyxwwxSAs,US,4,2,2,5,10,2.6,4.5,7.1,9,1,3,5,2,4,0.3,2,3,4,1,chamber ensemble,2,3,1,4,4,0.6,3,0,Math,2,5,3,7,4,8,1,6,No,,we need table tennis as a sport,10,Male,,4,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:30,2/22/2021 12:17:16,2505,R_1eDZdSrOcn1wllO,US,7,0,0,8,0,4,4,6.5,10,1,2,4,3,5,7.5,2,4,1,3,,3,1,4,2,5,2.5,8,7,English,8,6,3,7,4,2,5,1,Yes,"Mind/Body,Science",,9,Female,,3 or fewer,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,High school diploma or G.E.D,,,,,,,,,,,,
2/22/2021 11:38:04,2/22/2021 11:42:50,285,R_27rMKkxwrF1We1Q,US,6,2,0,2,0,2,5,7,9,1,2,4,5,3,4,3,2,1,4,,4,2,3,1,1,4,10,4,Science,1,5,7,6,3,8,2,4,Yes,"CADS,Science",,12,Female,,4,30 to 60 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:37:45,2/22/2021 11:41:53,247,R_6DuRIhIwYTTJ8xH,MS,3.5,2,0,1,7,0.3,0.2,9,8.1,2,1,3,4,,10,2,3,1,4,Playing basketball in the gym after school.,2,3,4,1,3,3.6,,,Math,,,,,,,,,,,,6,Male,,4,30 to 60 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",2,3,4,1,5,6,1,3,2,6,4,5
2/22/2021 11:36:17,2/22/2021 11:39:33,196,R_vNfjiSN06GHw9Tb,MS,5.1,0,0,5,14,0.5,0.5,8,10,1,2,4,3,,4,2,3,1,4,Sports,2,4,1,3,4,5,,,Math,,,,,,,,,,,,6,Male,,4,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",1,6,3,2,5,4,1,3,2,4,5,6
2/22/2021 11:35:59,2/22/2021 11:44:05,485,R_23UhqWmkRY8w7pn,US,6.9,4,10,7,10,2.5,4.4,8.4,5.6,1,2,3,4,5,0.7,2,3,1,4,Sailing,2,3,1,4,0,4.5,8,1,English,3,7,4,6,5,8,1,2,Yes,"Science,World Language",,12,Male,,5,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:33:53,2/22/2021 11:42:37,523,R_1lgWkZIyPVfWbmN,US,8.1,6,3,6,0,6,10,7.9,8.1,4,1,5,3,2,10,1,3,4,2,Model UN,1,2,4,3,2,5,3,8,English,8,2,6,1,5,7,4,3,Yes,"History,Science",,12,Female,,4,30 to 60 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:35,2/22/2021 11:42:24,409,R_1mUXzbk0AyWFQgZ,MS,6.5,20,0,4,1,0.7,1,10.7,12,1,2,4,3,,10,2,1,4,3,After-School Programming/Robotics/Engineering ,2,3,1,4,5,5,,,Math,,,,,,,,,,,,6,Female,,3 or fewer,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",1,6,3,2,4,5,1,4,3,5,2,6
2/22/2021 11:36:04,2/22/2021 11:41:14,309,R_cYIyfEY6Ix4MhDr,US,4,6,0,0,12,2,4,5.5,9,2,1,5,3,4,6,3,4,1,2,Crystal Sports,4,3,2,1,3,2,4,6,Science,8,5,3,1,4,6,2,7,Yes,"Fine Arts,History",,11,Female,,3 or fewer,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Atheist,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:35:45,2/22/2021 11:42:06,381,R_2fvyHTnGJveDLWc,US,5.5,6,0,4,3,2.5,1.5,7.7,10,1,2,3,4,5,5,4,1,2,3,Mock Trial,2,1,3,4,5,4,9,7,Math,3,4,7,5,1,8,2,6,Yes,"Math,Science",,9,Female,,3 or fewer,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
