StartDate,EndDate,Duration (in seconds),ResponseId,Q2_1,Q3_7,Q3_15,Q3_16,Q3_17,Q4_2,Q4_8,Q5_5,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q7_1,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q12_3,Q14,Q26_10,Q26_9,Q26_7,Q26_8,Q26_5,Q26_12,Q27_4,Q27_10,Q27_9,Q27_7,Q27_8,Q27_11,Q19,Q20,Q20_4_TEXT,Q21,Q22,Q23,Q23_11_TEXT,Q24,Q24_11_TEXT,Q25
2/22/2021 11:34:54,2/22/2021 11:41:52,418,R_plqIQFzmbtonmWB,5.5,0,0,3,2,1,1,8,7,1,2,3,4,2.7,3,2,1,4,Debate team,3,2,1,4,3,2.1,Math,1,5,4,2,3,6,2,3,1,4,5,6,6,Male,,4,Less than 15 minutes,"Asian: Indian or South/Southeast Asian,Native Hawaiian or Other Pacific Islander",,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:47:42,2/22/2021 11:55:51,488,R_3QQK4y84dgduwFc,8.7,17,0,0,15,2.3,1.5,6.5,9,1,2,4,3,8,2,4,1,3,"Dances, musicals/plays",4,3,2,1,3,2.5,Math,3,2,4,6,1,5,3,2,1,4,5,6,8,Female,,5,15 to 30 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:35:35,2/22/2021 11:42:43,428,R_RPP1ylhPsJYpq0N,5,8,0,1,6,0.5,1,9,8.5,2,1,3,4,4.5,1,3,2,4,Soccer,1,3,4,2,5,4.5,Math,3,4,1,2,5,6,1,3,2,6,5,4,6,Female,,4,15 to 30 minutes,American Indian or Alaskan Native,,Jewish,,Not sure/Prefer not to answer
2/22/2021 11:37:19,2/22/2021 11:44:36,436,R_3Kr7ZtHWHyJ1gP2,8.2,4,1,3,20,2,1.5,7.6,8.9,3,1,2,4,9,3,4,1,2,Golf,1,3,2,4,5,3,Math,1,3,2,6,5,4,1,2,4,3,5,6,8,Male,,3 or fewer,15 to 30 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,Not sure/Prefer not to answer
2/22/2021 11:36:07,2/22/2021 11:46:21,614,R_278QMbaQ7CiziCm,9.2,5,6,4,6,3.5,4.5,7.5,9,1,4,3,2,2,3,1,4,2,Debate after-school ,4,3,2,1,2,2,Math,1,4,2,5,6,3,2,3,4,5,1,6,7,Male,,4,Less than 15 minutes,Hispanic or Latina/o/x,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:03,2/22/2021 11:44:24,561,R_1LnzUhTAn19kzhT,5,3,0,2,1,1.5,1.8,6.4,5.6,4,1,3,2,10,3,4,1,2,Visual Arts - drawing ,3,1,2,4,5,4.6,Math,3,5,2,1,6,4,3,6,2,1,4,5,6,Female,,3 or fewer,15 to 30 minutes,Prefer to self-describe,Philipino,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:36:07,2/22/2021 12:47:49,4301,R_RtdELWPcmxqvy3D,5.5,15,0,2,10,10,2,8.5,10,2,4,3,1,7.5,2,4,3,1,Drawing ,3,4,1,2,4,4.5,Math,2,1,3,6,4,5,2,6,1,4,5,3,6,Female,,6 or more,30 to 60 minutes,Asian: Indian or South/Southeast Asian,,Buddhist,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 17:21:55,2/22/2021 17:33:24,689,R_28PcCn6sqHROgIB,6,5,1,4,6,1.5,1,8.5,10,4,1,2,3,8,1,4,2,3,Coding and robotics ,1,4,2,3,5,2,Math,3,6,4,2,1,5,2,5,1,6,4,3,8,Male,,5,30 to 60 minutes,Multiracial,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:24:52,2/22/2021 11:37:24,751,R_ApJBkn7pQxQtczf,6.2,5,0,4,2,0.6,0.5,9,8,1,3,2,4,3,2,4,3,1,"Fine Arts, the play and musical",4,3,2,1,5,5,Math,1,3,2,6,4,5,1,2,3,4,5,6,6,Female,,5,15 to 30 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:37:43,2/22/2021 11:45:40,477,R_3ele0ID6Jw0yef4,10,20,4,10,20,5,11,3,8,1,3,4,2,0.4,2,3,1,4,Sleeping,3,2,1,4,1,0.9,World Language,5,4,1,2,3,6,1,2,3,5,4,6,8,Male,,3 or fewer,15 to 30 minutes,White,,Other (optional specification),,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:29:48,2/22/2021 11:37:03,434,R_3RjuKbhT1KHmnUp,7,8,1,4,6,2,3,4,4.3,1,3,2,4,7,3,4,2,1,the musical,2,3,4,1,2,3,Science,1,3,5,2,6,4,1,2,3,4,6,5,7,Female,,4,Less than 15 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 12:05:20,2/22/2021 12:11:55,394,R_2rkCS0z08kM1SyL,7.5,10,1,6,5,3.5,2,6,8,1,3,2,4,8,2,3,4,1,"Play, musical",2,1,4,3,4,3.5,World Language,2,1,5,3,6,4,3,1,2,4,6,5,8,Non-binary,,5,15 to 30 minutes,"Asian: Indian or South/Southeast Asian,Native Hawaiian or Other Pacific Islander",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:25:44,2/22/2021 15:00:31,12887,R_2TGXeEZUacbhaQS,6.9,7,0,0,6,3,5,6.5,8.6,2,1,3,4,3.5,1,4,2,3,Football,3,2,1,4,1,2,World Language,3,5,4,1,6,2,1,2,3,4,5,6,8,Male,,4,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:40:00,2/22/2021 11:46:29,389,R_3ew68wETldRA7ik,7,0,0,8,0,1.3,3.5,6.5,10.1,2,1,3,4,0,2,3,4,1,Musical/plays,3,1,2,4,4,3.6,Math,3,4,2,6,1,5,3,1,2,5,4,6,6,Prefer not to answer,,6 or more,15 to 30 minutes,Black or African-American,,"Christian (Protestant, Catholic, Orthodox, etc.)",,High school diploma or G.E.D
2/22/2021 11:37:39,2/22/2021 11:45:52,493,R_1o5dW4V2DpBLwWi,6.5,20,1,2,20,2.2,2,9,10.5,3,1,2,4,10,2,3,1,4,SPORTS,4,1,3,2,2,3.8,Math,1,2,3,6,4,5,2,3,1,4,5,6,7,Male,,5,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:40:04,2/22/2021 11:45:21,317,R_2bPqcCQaJA156LK,6.3,12,2,5,5,2.5,2.5,8.5,10,4,2,3,1,9.5,3,4,2,1,sports,1,2,3,4,3,3.2,Math,2,4,1,6,3,5,2,3,1,6,4,5,8,Female,,5,30 to 60 minutes,White,,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:37:45,2/22/2021 11:44:59,433,R_3G9xJDHXFq4Ysta,4.8,4,0,2,16,1,3.1,8,7,1,2,4,3,8,1,3,2,4,Sports,2,3,4,1,3,2,Science,1,4,5,2,6,3,1,3,2,4,5,6,7,Male,,5,15 to 30 minutes,Hispanic or Latina/o/x,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:34:57,2/22/2021 11:42:30,452,R_2dyfxhu0Op3pbCE,5.8,4,1,3,5,1,1,8,9,1,2,3,4,0,1,4,3,2,clubs,2,3,1,4,5,5,Math,1,5,2,3,6,4,1,4,2,6,3,5,6,Male,,5,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:06,2/22/2021 11:42:14,367,R_2B5MpXcj8t0TJXW,4,0,0,0,15,1,2.5,8,9,3,1,4,2,7,1,4,2,3,,1,4,3,2,0,4,World Language,3,5,4,1,2,6,1,6,2,4,5,3,8,Male,,4,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 19:17:36,2/22/2021 19:28:13,636,R_10VKktpcCe7hy8v,9,3,0,0,9,4,1.5,8,9,4,2,1,3,4,3,4,1,2,N/A.,3,1,2,4,5,0,Math,1,4,5,2,6,3,2,1,3,4,6,5,7,Female,,3 or fewer,Less than 15 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 15:50:43,2/22/2021 15:58:16,453,R_32KH7V0ci477vX7,3.9,12,2,3,5,0.5,0.7,11,11.5,1,3,2,4,3.9,3,4,2,1,"Drama, and dance",4,2,3,1,5,1.9,Math,1,3,4,6,2,5,3,2,1,4,5,6,6,Female,,5,Less than 15 minutes,"American Indian or Alaskan Native,Asian: Indian or South/Southeast Asian",,Hindu,,Not sure/Prefer not to answer
2/22/2021 11:25:57,2/22/2021 11:28:51,174,R_1gNQgHCDHv3lUOh,5.3,10,1,2,7,3.5,4.2,5.1,8.4,2,1,3,4,10,1,4,3,2,Clubs,2,3,4,1,3,5,Math,2,1,4,6,5,3,1,2,3,5,4,6,8,Female,,4,60 minutes or more,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:33:11,2/22/2021 11:39:04,352,R_a3i5E1j7WjDxtF7,5.7,7,2,5,0,1,0.3,9,9,1,3,4,2,5,1,2,4,3,Robotics,1,2,3,4,5,5,Math,2,4,1,6,3,5,1,3,2,4,5,6,6,Male,,4,Less than 15 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:30:53,2/22/2021 11:40:56,603,R_pT3n9Vi2u6MFYNH,5,20,6,3,6,1.5,2.5,8.7,8.8,3,1,4,2,8,1,2,4,3,Clubs,2,3,4,1,5,2,Math,1,5,6,3,2,4,1,3,2,4,5,6,7,Male,,4,15 to 30 minutes,"Asian: East Asian,Multiracial,White",,Other (optional specification),"I don't specifically have a religion, but mostly Pagan you could say. ","Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:25:58,2/22/2021 14:06:41,9643,R_3FXSczGAErn1k2W,7.6,6,0,4,10,3,4,5.4,7,1,2,4,3,8.4,3,4,1,2,,3,1,4,2,2,4.2,Math,2,1,3,5,6,4,1,2,4,3,6,5,8,Female,,5,Less than 15 minutes,"Asian: Indian or South/Southeast Asian,Multiracial,White",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:37:57,2/22/2021 11:50:11,734,R_SC3iTn2IKSpHzEZ,6,4,2,0,9,2.5,3.6,6,10,2,1,4,3,6,1,4,3,2,"Even though we haven’t done this yet, tennis is my favorite sport so probably tennis ;) (or clubs are pretty fun too)",4,1,3,2,3,2,Math,1,5,6,2,3,4,1,4,2,3,6,5,7,Female,,4,15 to 30 minutes,"Black or African-American,Hispanic or Latina/o/x",,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:36,2/22/2021 11:40:46,309,R_Q0bEzFqIV11aUzT,10,4,10,1,5,3,4,6,10.5,2,4,1,3,5,3,2,4,1,,2,1,3,4,1,2,World Language,1,2,3,4,5,6,1,2,3,4,5,6,7,Male,,4,Less than 15 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:31,2/22/2021 11:44:43,552,R_2v3beuz5ypYtEmw,4.7,2,0,1,2,2,1.3,7.6,10,4,3,1,2,8,1,2,4,3,I liked the discussion club. It’s good to talk to people.,4,3,2,1,1,1,English,6,5,1,4,3,2,2,6,1,5,4,3,8,Male,,3 or fewer,Less than 15 minutes,White,,Other (optional specification),"It’s tricky. My family is mostly Jewish and I practice some Jewish traditions, but I don’t believe in got or prayer or the Torah or anything like that so I guess mostly atheist.","Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:24:02,2/22/2021 11:27:08,185,R_BAfNsSCdBcEneKd,10,5,1,2,0,7.2,7.4,4,6.1,2,1,4,3,5.3,2,4,1,3,,1,4,2,3,3,3,World Language,2,1,3,5,4,6,1,2,3,5,6,4,7,Male,,Prefer not to answer,15 to 30 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:33:38,2/22/2021 11:41:41,483,R_2wnptwcdJKXMOad,7.1,3,1,1,5,3.1,2.4,8.7,7.6,3,1,2,4,6.6,3,1,2,4,Social's for the grades,3,2,1,4,3,4,Math,1,2,4,6,3,5,1,3,2,4,5,6,7,Female,,4,Less than 15 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 12:08:06,2/22/2021 12:31:04,1378,R_xDG7ZmaoiC9cLfz,2.5,6,0,1,2,2.5,2.7,8.5,9,1,2,4,3,1.3,1,2,4,3,I love the Bullet Journaling (sorry if I spelled that wrong) Club!,2,3,1,4,1,2.5,Math,1,6,3,4,2,5,1,5,3,2,6,4,7,Female,,4,15 to 30 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,Not sure/Prefer not to answer
2/22/2021 11:37:50,2/22/2021 12:35:48,3478,R_0SWjlcyaHFUm5Rn,7.5,6,1,2,10,5,6,8,9,1,3,2,4,1.7,2,3,1,4,golf,2,1,4,3,2,0.9,English,6,2,4,1,3,5,1,3,4,2,5,6,8,Male,,4,30 to 60 minutes,Asian: Indian or South/Southeast Asian,,Atheist,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 13:57:29,2/22/2021 14:01:57,268,R_12sbJy6Ke1Bv55A,7.5,2,0,3,2,1.5,2,6.5,5,1,3,2,4,7,2,4,3,1,Fine Arts Rotation,4,3,2,1,4,1.8,Science,4,2,6,3,1,5,1,3,2,4,5,6,7,Female,,4,15 to 30 minutes,Asian: East Asian,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 18:48:16,2/22/2021 19:03:07,891,R_1ZVpvXmFxq5saCB,7.7,0,0,0,20,1,2,8,12,2,1,3,4,0,1,2,3,4,Nothing,1,2,3,4,0,0,Math,2,6,4,1,3,5,1,6,5,2,4,3,7,Male,,4,15 to 30 minutes,Multiracial,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:35:41,2/22/2021 11:44:43,542,R_r8z24Gu594bjGqB,6.6,4,1,2,9,1.4,3,9.5,10,4,1,2,3,6.9,1,3,2,4,Tennis,2,4,1,3,3,1,Math,4,6,1,2,3,5,2,4,1,5,3,6,8,Male,,4,15 to 30 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 12:02:09,2/22/2021 12:07:45,336,R_1gu1nbgGUYY1978,8,10,0,5,20,4,7,9,9.5,2,1,3,4,4.8,1,2,3,4,Coding,2,1,3,4,3,2,Math,5,4,3,1,2,6,1,6,4,2,3,5,6,Prefer not to answer,,Prefer not to answer,Prefer not to answer,Prefer not to answer,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:35:41,2/22/2021 11:40:53,311,R_sHwA80Ts76HvsGt,6.8,8,3,0,4,1.7,0.8,9,10,2,1,3,4,6.5,2,3,4,1,Drama,3,2,4,1,5,4,Math,2,1,3,6,5,4,1,3,2,4,6,5,6,Female,,4,30 to 60 minutes,"Hispanic or Latina/o/x,White",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:36:50,2/22/2021 11:42:54,364,R_2xJlwPIjUKK7r7R,7,4,2,3,3,1,0.2,10,10,4,1,3,2,6.9,1,4,3,2,Debate,4,3,1,2,4,3.1,Math,2,3,1,6,5,4,2,3,1,6,5,4,6,Male,,4,Less than 15 minutes,"Asian: Indian or South/Southeast Asian,Multiracial,Prefer to self-describe",European East Asian American,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:35:39,2/22/2021 11:43:47,487,R_2xRXxHrJ5EPb0CN,10,20,16,20,0,4.5,7.3,3.6,5.6,1,4,3,2,0.1,2,1,3,4,💩 💩 💩 ,3,2,1,4,4,0.6,Science,,,,,,,1,2,4,3,5,6,8,Other (optional specification),Barfing emoji 🤮 🤮 ,Prefer not to answer,Prefer not to answer,Prefer to self-describe,Rwandan,Other (optional specification),🤷‍♀️ ,Not sure/Prefer not to answer
2/22/2021 11:24:16,2/22/2021 11:38:52,876,R_1n2wA2wXzT34FsW,7.2,3,0,0,4,3,5,7.4,9.6,2,1,3,4,3.7,2,3,1,4,Basketball,3,4,1,2,3,3.1,Math,3,6,5,4,2,1,1,4,2,3,5,6,7,Male,,3 or fewer,15 to 30 minutes,"Middle Eastern,White",,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:36,2/22/2021 11:43:46,490,R_1Qm8RXlFRFqiwcM,4.9,16,0,1,10,1.7,4,10,11,2,1,4,3,7,3,4,2,1,Art,3,2,1,4,4,3.5,History,3,2,6,5,1,4,1,4,2,3,5,6,7,Female,,4,30 to 60 minutes,"Asian: East Asian,Multiracial,White",,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:31:28,2/22/2021 11:43:09,700,R_stcZRG9psjM92r7,6.5,4,0,2,8,3,5,7,9,1,2,3,4,10,2,3,1,4,,4,2,1,3,4,3,History,2,4,5,1,6,3,1,2,3,4,5,6,8,Male,,4,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:35:57,2/22/2021 11:41:41,343,R_Os9PlEO4cHmW8O5,4,10,1,3,4,0.8,1.3,9.5,9.5,3,1,4,2,8,3,4,1,2,SPORTS,3,4,1,2,5,4,Math,2,5,1,6,3,4,3,2,1,4,6,5,6,Male,,4,15 to 30 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 15:52:52,2/22/2021 15:58:44,352,R_2ARoPnGYmXGQm8y,8.7,15,3,10,15,3.5,8,7,9,4,1,3,2,7.5,1,3,2,4,Clubs Period,2,4,3,1,4,2.5,World Language,1,6,5,3,2,4,1,4,3,2,5,6,8,Female,,5,15 to 30 minutes,"Asian: East Asian,Multiracial,Native Hawaiian or Other Pacific Islander,White",,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
